Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrentMonth,SumOfBudget
24-Oct,Corporate & Hold Co - BL,7131,Business Development,Project 231,Intercompany 182,Discontinued projects - Write offs,Other Overheads - Provisions and write offs,Discontinued projects - Write offs,66302/0000 - Other,SAR,34252.69749,37677.96724
24-Oct,Corporate & Hold Co - BL,7131,Business Development,Project 274,Intercompany 182,Discontinued projects - Write offs,Other Overheads - Provisions and write offs,Discontinued projects - Write offs,66302/0000 - Other,SAR,21424.56912,21424.56912
24-Oct,Corporate & Hold Co - BL,7131,Business Development,Project 351,Intercompany 182,Discontinued projects - Write offs,Other Overheads - Provisions and write offs,Discontinued projects - Write offs,66302/0000 - Other,SAR,3294.108318,29646.97487
24-Oct,Corporate & Hold Co - BL,7131,Business Development,Project 357,Intercompany 182,Discontinued projects - Write offs,Other Overheads - Provisions and write offs,Discontinued projects - Write offs,66302/0000 - Other,SAR,50304.45512,50304.45512
24-Oct,Corporate & Hold Co - BL,7131,Business Development,Project 359,Intercompany 182,Discontinued projects - Write offs,Other Overheads - Provisions and write offs,Discontinued projects - Write offs,66302/0000 - Other,SAR,230717.7555,2076459.8
24-Oct,Corporate & Hold Co - BL,7131,Business Development,Project 360,Intercompany 182,Discontinued projects - Write offs,Other Overheads - Provisions and write offs,Discontinued projects - Write offs,66302/0000 - Other,SAR,203198,223517.8
24-Oct,Corporate & Hold Co - BL,7131,Business Development,Project 406,Intercompany 182,Discontinued projects - Write offs,Other Overheads - Provisions and write offs,Discontinued projects - Write offs,66302/0000 - Other,SAR,81335.24596,81335.24596
24-Oct,Corporate & Hold Co - BL,7131,Business Development,Project 407,Intercompany 182,Discontinued projects - Write offs,Other Overheads - Provisions and write offs,Discontinued projects - Write offs,66302/0000 - Other,SAR,102130.232,919172.0876
24-Oct,Corporate & Hold Co - BL,7131,Business Development,Project 415,Intercompany 182,Discontinued projects - Write offs,Other Overheads - Provisions and write offs,Discontinued projects - Write offs,66302/0000 - Other,SAR,2091752.28,2300927.508
24-Oct,Corporate & Hold Co - BL,7131,Business Development,Project 408,Intercompany 182,Discontinued projects - Write offs,Other Overheads - Provisions and write offs,Discontinued projects - Write offs,66302/0000 - Other,SAR,155.0466786,155.0466786
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Legal related consultancy,63601/0000 - Other,SAR,53859.96409,484739.6768
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Legal related consultancy,63601/1002 - Legal consultancy,SAR,194637.9695,214101.7664
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Legal related consultancy,63601/1003 - Business registration and licensing,SAR,80278.40655,80278.40655
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Other finance related consultancy,63103/1001 - Other finance related consultancy,SAR,11897.32855,11897.32855
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Entertainment,65503/0000 - Other,SAR,580.6104129,5225.493716
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Events,65506/0000 - Other,SAR,17660.01795,17660.01795
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Media and promotions,65501/0000 - Other,SAR,336.6247756,370.2872531
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,48984.34201,53882.77621
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,50834.01825,55917.42008
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,145171.325,145171.325
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,55811.25494,502301.2944
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,4193838.743,4613222.618
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1012 - Other Allowance,SAR,20332.35787,20332.35787
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,573911.6257,631302.7882
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Bonus,61104/0000 - Other,SAR,218478.1912,1966303.721
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Overtime,61107/0000 - Other,SAR,4198.379982,4198.379982
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Flexi Benefit,61309/0000 - Other,SAR,29608.96589,266480.693
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Other staff cost,61305/1101 - Professional Membership Fee,SAR,300.1317774,2701.185996
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Recruitment and relocation and Exit costs,61303/1002 - Relocation expenses,SAR,13285.45781,14614.00359
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1002 - Visa Cost      ,SAR,20314.21903,55070.34829
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1001 - Medical insurance,SAR,24902.98474,252873.5413
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1002 - Life insurance,SAR,5102.075404,5612.282944
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Other expenses,65404/0000 - Other,SAR,215.4290844,236.9719928
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1001 - Business Travel - Boarding & Lodging,SAR,1898.048474,2272.730341
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1002 - Business Travel - Air fare,SAR,4976.167415,45572.93941
24-Oct,Corporate & Hold Co - BL,7141,Corporate Finance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1003 - Business Travel - Other travel expenses,SAR,5836.886595,6413.951227
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,156204.4741,984031.4041
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,2823.572711,2823.572711
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,264499.6813,2349796.931
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,210804.9734,1288549.318
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,111628.6984,122575.6732
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1012 - Other Allowance,SAR,21457.80969,193120.2873
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,2116569.8,12894022.58
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Bonus,61104/0000 - Other,SAR,312918.0269,344209.8296
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Flexi Benefit,61309/0000 - Other,SAR,84697.73842,93167.51226
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Recruitment and relocation and Exit costs,61303/1002 - Relocation expenses,SAR,12529.44345,12529.44345
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/0000 - Other,SAR,1683.123878,1851.436266
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1002 - Visa Cost      ,SAR,64452.1368,94083.78061
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1003 - Travelling & Other Visa Related Cost     ,SAR,603.5682226,603.5682226
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1001 - Medical insurance,SAR,65102.37403,403815.9803
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1002 - Life insurance,SAR,10204.10772,11224.51849
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Other expenses,65404/0000 - Other,SAR,1211.849192,1211.849192
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/0000 - Other,SAR,45.82764811,412.448833
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1001 - Business Travel - Boarding & Lodging,SAR,11495.09955,11632.30619
24-Oct,Corporate & Hold Co - BL,7151,BD Technical Services,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1003 - Business Travel - Other travel expenses,SAR,944.6992819,8316.476661
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,35430.9605,38974.05655
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,26781.70018,241035.3016
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,85683.08468,94251.39315
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,37388.54937,37388.54937
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,23368.10952,210312.9856
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1012 - Other Allowance,SAR,4188.859964,4607.745961
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,467362.2935,514098.5229
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Bonus,61104/0000 - Other,SAR,154242.2585,154242.2585
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Flexi Benefit,61309/0000 - Other,SAR,1920218.097,1920218.097
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Recruitment and relocation and Exit costs,61303/1002 - Relocation expenses,SAR,2468.581688,22217.23519
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1002 - Visa Cost      ,SAR,28.72531418,258.5278276
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1001 - Medical insurance,SAR,12800.97065,112371.3929
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1002 - Life insurance,SAR,165816.0503,182397.6553
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1001 - Business Travel - Boarding & Lodging,SAR,9326.913525,9361.997337
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1002 - Business Travel - Air fare,SAR,12362.96741,14348.09055
24-Oct,Corporate & Hold Co - BL,7191,Global Green Hydrogen,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1003 - Business Travel - Other travel expenses,SAR,15579.66786,21046.45422
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Outsourcing Expense,63104/0000 - Other,SAR,197404.5063,217144.9569
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Seconded staff cost and Allocations,Other Overheads - Staff,Seconded staff cost,61401/0000 - Other,SAR,2602921.651,3842345.967
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,172119.5996,1511180.921
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,2587673.466,2625665.536
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,1480121.903,7203445.793
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,219619.8662,1898499.688
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,181088.863,1580164.847
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1012 - Other Allowance,SAR,187348.5276,1675776.245
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,2967707.499,25905646.15
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Flexi Benefit,61309/0000 - Other,SAR,301674.8294,2715073.465
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Other staff cost,61305/1012 - Medical Expenses,SAR,4026.032316,4428.635548
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Other staff cost,61305/1101 - Professional Membership Fee,SAR,246.8581688,246.8581688
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1002 - Visa Cost      ,SAR,345008.9533,2700626.748
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1003 - Travelling & Other Visa Related Cost     ,SAR,4019.29982,4421.229803
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1001 - Medical insurance,SAR,26637.01107,151385.3917
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1002 - Life insurance,SAR,20089.37882,22098.3167
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/0000 - Other,SAR,21134.50628,23247.95691
24-Oct,Corporate & Hold Co - BL,7212,Project Execution Office,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1002 - Business Travel - Air fare,SAR,1958.370736,1958.370736
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Seconded staff cost and Allocations,Other Overheads - Staff,Seconded staff cost,61401/0000 - Other,SAR,628171.8178,628171.8178
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,234.8105925,2113.295332
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,72.93536804,72.93536804
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,2797.912029,3077.703232
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,1228.136984,1228.136984
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,80854.39856,727689.5871
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1012 - Other Allowance,SAR,367.1454219,403.8599641
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,12188.96311,24227.01579
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Bonus,61104/0000 - Other,SAR,5513.913824,49625.22442
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Flexi Benefit,61309/0000 - Other,SAR,2014.214542,2215.635996
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/0000 - Other,SAR,144.524237,1300.718133
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1002 - Visa Cost      ,SAR,7742.639138,8380.816876
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1003 - Travelling & Other Visa Related Cost     ,SAR,237.3204668,2135.884201
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1001 - Medical insurance,SAR,63693.0386,366373.0462
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1002 - Life insurance,SAR,3188.770197,3188.770197
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1002 - Business Travel - Air fare,SAR,7716.786355,69451.0772
24-Oct,Corporate & Hold Co - BL,7213,Office of the CTO,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1003 - Business Travel - Other travel expenses,SAR,108.9991023,108.9991023
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,350571.1939,370226.1311
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,5618.197487,6180.017235
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,54328.23968,92711.28456
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,180646.0928,182078.054
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,23304.53321,188683.3986
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1012 - Other Allowance,SAR,11009.87433,11009.87433
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,279640.3995,2264075.216
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Bonus,61104/0000 - Other,SAR,21657.49417,23823.24358
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Flexi Benefit,61309/0000 - Other,SAR,14677.2711,14677.2711
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Other staff cost,61305/1012 - Medical Expenses,SAR,103.2315978,929.0843806
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Recruitment and relocation and Exit costs,61303/1002 - Relocation expenses,SAR,13556.1939,14911.81329
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1002 - Visa Cost      ,SAR,415977.6661,417151.1508
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1003 - Travelling & Other Visa Related Cost     ,SAR,6862.09605,61758.86445
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1001 - Medical insurance,SAR,5884.761819,5419.664572
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1002 - Life insurance,SAR,956.6310592,8609.679533
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Translations and Government fees   ,Other Overheads - G&A costs,Translations and Government fees   ,65601/1001 - Government fees,SAR,8727.737882,8727.737882
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1001 - Business Travel - Boarding & Lodging,SAR,730198.5637,803218.4201
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1002 - Business Travel - Air fare,SAR,3343.973668,3343.973668
24-Oct,Corporate & Hold Co - BL,7214,Renewables Technology,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1003 - Business Travel - Other travel expenses,SAR,342.7289048,3084.560144
24-Oct,Corporate & Hold Co - BL,7215,Conventional & CC Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,75863.53232,83449.88555
24-Oct,Corporate & Hold Co - BL,7215,Conventional & CC Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,6138.040395,6138.040395
24-Oct,Corporate & Hold Co - BL,7215,Conventional & CC Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,149741.7657,1347675.891
24-Oct,Corporate & Hold Co - BL,7215,Conventional & CC Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,60753.55835,66828.91418
24-Oct,Corporate & Hold Co - BL,7215,Conventional & CC Technology,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,40839.44434,40839.44434
