Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrent Month
24-Oct,Corporate & Hold Co - BL,0000,None,Project 99,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,20530.7289
24-Oct,Corporate & Hold Co - BL,0000,None,Project 99,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-35920.70736
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 99,Intercompany 95,Accrued expenses and other payables,Current liabilities,Deferred Revenue (C),22261/0000 - Other,SAR,-21039.00808
24-Oct,Corporate & Hold Co - BL,0000,None,Project 99,Intercompany 95,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,5049.368941
24-Oct,Corporate & Hold Co - BL,0000,None,Project 100,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,20391.84461
24-Oct,Corporate & Hold Co - BL,0000,None,Project 100,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,6939399.066
24-Oct,Corporate & Hold Co - BL,0000,None,Project 100,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,46107.49551
24-Oct,Corporate & Hold Co - BL,0000,None,Project 100,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,3085.722621
24-Oct,Corporate & Hold Co - BL,0000,None,Project 100,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,58547.4237
24-Oct,Corporate & Hold Co - BL,0000,None,Project 100,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,116.8527828
24-Oct,Corporate & Hold Co - BL,0000,None,Project 100,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,1962.642729
24-Oct,Corporate & Hold Co - BL,0000,None,Project 100,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,37154.42639
24-Oct,Corporate & Hold Co - BL,0000,None,Project 100,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-197713.6879
24-Oct,Corporate & Hold Co - BL,0000,None,Project 101,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,1185554.955
24-Oct,Corporate & Hold Co - BL,0000,None,Project 101,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,7466.337522
24-Oct,Corporate & Hold Co - BL,0000,None,Project 101,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,49.82046679
24-Oct,Corporate & Hold Co - BL,0000,None,Project 101,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,186246.737
24-Oct,Corporate & Hold Co - BL,0000,None,Project 101,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-158812.1544
24-Oct,Corporate & Hold Co - BL,0000,None,Project 102,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,23.33931777
24-Oct,Corporate & Hold Co - BL,0000,None,Project 102,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,57.43626571
24-Oct,Corporate & Hold Co - BL,0000,None,Project 102,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-91.59425494
24-Oct,Corporate & Hold Co - BL,0000,None,Project 102,Intercompany 37,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 103,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,2806.416517
24-Oct,Corporate & Hold Co - BL,0000,None,Project 103,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-2104.812388
24-Oct,Corporate & Hold Co - BL,0000,None,Project 104,Intercompany 182,FV of derivative financial instruments (Assets - C),Current assets,FV of derivative financial instruments (Assets - C),12601/1001 - FV of interest rate swaps [IRS] (Asset - C),SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 104,Intercompany 182,FV of derivative financial instruments (Liabilities - C),Current liabilities,FV of derivative financial instruments (Liabilities - C),22501/1001 - FV of interest rate swaps [IRS] (Liability - C),SAR,-88312145.95
24-Oct,Corporate & Hold Co - BL,0000,None,Project 104,Intercompany 182,FV of derivative financial instruments (Liabilities - NC),Non current liabilities,FV of derivative financial instruments (Liabilities - NC),21301/1048 - FV of interest rate swaps [IRS] - ABSA Bank Limited,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 104,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 104,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 104,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 104,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 264,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,21347.29443
24-Oct,Corporate & Hold Co - BL,0000,None,Project 264,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-20635.71795
24-Oct,Corporate & Hold Co - BL,0000,None,Project 265,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,700179.5332
24-Oct,Corporate & Hold Co - BL,0000,None,Project 265,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,108540.0224
24-Oct,Corporate & Hold Co - BL,0000,None,Project 265,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-122005.0135
24-Oct,Corporate & Hold Co - BL,0000,None,Project 341,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,491.4024536
24-Oct,Corporate & Hold Co - BL,0000,None,Project 341,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-536.0754039
24-Oct,Corporate & Hold Co - BL,0000,None,Project 370,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,21356.06284
24-Oct,Corporate & Hold Co - BL,0000,None,Project 370,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-20644.19408
24-Oct,Corporate & Hold Co - BL,0000,None,Project 403,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,5207597.415
24-Oct,Corporate & Hold Co - BL,0000,None,Project 403,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-100146.1041
24-Oct,Corporate & Hold Co - BL,0000,None,Project 404,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,3388.137343
24-Oct,Corporate & Hold Co - BL,0000,None,Project 404,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-3388.137343
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,10676.6158
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,1594.254937
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,19082.95153
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,72.10562537
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,372.7109515
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,35619.50628
24-Oct,Corporate & Hold Co - BL,0000,None,Project 105,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-62806.35431
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,565373.2675
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,61095.63585
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,38903.31059
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,538.2549372
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,1966.869031
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,176649.9282
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,157165.1391
24-Oct,Corporate & Hold Co - BL,0000,None,Project 106,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-307664.43
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,15428.68043
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,7795.790844
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,42263.62657
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,749.0628366
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,27.83114901
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,25706572.73
24-Oct,Corporate & Hold Co - BL,0000,None,Project 107,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-574542.4282
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 108,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,5694.793537
24-Oct,Corporate & Hold Co - BL,0000,None,Project 108,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,531263.3752
24-Oct,Corporate & Hold Co - BL,0000,None,Project 108,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,2995.771993
24-Oct,Corporate & Hold Co - BL,0000,None,Project 108,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,47653.5368
24-Oct,Corporate & Hold Co - BL,0000,None,Project 108,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-360366.14
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,-6505.515859
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,124907.7092
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,3069111.466
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,654287.6027
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,33427908.49
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,77422.6541
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,101023.1598
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,735585.9668
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,16912.48761
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,4309825.583
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,1777962.181
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2807627.558
24-Oct,Corporate & Hold Co - BL,0000,None,Project 109,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-13188838.09
24-Oct,Corporate & Hold Co - BL,0000,None,Project 110,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,123.4290844
24-Oct,Corporate & Hold Co - BL,0000,None,Project 110,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,9407.540395
24-Oct,Corporate & Hold Co - BL,0000,None,Project 110,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-7156.642729
24-Oct,Corporate & Hold Co - BL,0000,None,Project 111,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,33321.36445
24-Oct,Corporate & Hold Co - BL,0000,None,Project 111,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-2987432.675
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,7854.578097
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,23523.78815
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,4312.52693
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,7225.258827
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-0.021543986
24-Oct,Corporate & Hold Co - BL,0000,None,Project 112,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-27326.09515
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,23027.97666
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,75467.0018
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,3862.7693
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,23794.22406
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,2026721.472
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,1477.587672
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,262.1184919
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,122862.9372
24-Oct,Corporate & Hold Co - BL,0000,None,Project 113,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-243186.7656
24-Oct,Corporate & Hold Co - BL,0000,None,Project 114,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,69667.86355
24-Oct,Corporate & Hold Co - BL,0000,None,Project 114,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,15076.90305
24-Oct,Corporate & Hold Co - BL,0000,None,Project 114,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-16416.66966
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 115,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,16149.01257
24-Oct,Corporate & Hold Co - BL,0000,None,Project 115,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,14976.06224
24-Oct,Corporate & Hold Co - BL,0000,None,Project 115,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,6059245.961
24-Oct,Corporate & Hold Co - BL,0000,None,Project 115,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,12118.49192
24-Oct,Corporate & Hold Co - BL,0000,None,Project 115,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,2366.269838
24-Oct,Corporate & Hold Co - BL,0000,None,Project 115,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,108789.4614
24-Oct,Corporate & Hold Co - BL,0000,None,Project 115,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1719082.163
24-Oct,Corporate & Hold Co - BL,0000,None,Project 115,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-9356079.897
24-Oct,Corporate & Hold Co - BL,0000,None,Project 116,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,1865.166068
24-Oct,Corporate & Hold Co - BL,0000,None,Project 116,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-1367.78845
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,8199.281867
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,37912.19569
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,94469.06314
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,4034167.58
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,140033.8007
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,457381.5934
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,24876792.3
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,2017.558648
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,6623.371634
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,16514.98923
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,696039.0172
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1031 - Recovery of Costs,SAR,-407437741.8
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-154567.2935
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 76,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 117,Intercompany 76,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,5940.305206
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,4997.805206
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,46337.12807
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,338686.3447
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,2490243.105
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,124483.648
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,26060866.84
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,421127.6122
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,2171.728007
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,4465.044883
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,16184.95631
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,985408.8546
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1031 - Recovery of Costs,SAR,-3780277.013
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-546201.2346
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 76,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,4752.244165
24-Oct,Corporate & Hold Co - BL,0000,None,Project 118,Intercompany 74,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 119,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,31423.24955
24-Oct,Corporate & Hold Co - BL,0000,None,Project 119,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,178357.0183
24-Oct,Corporate & Hold Co - BL,0000,None,Project 119,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,577647.8815
24-Oct,Corporate & Hold Co - BL,0000,None,Project 119,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,37002.56164
24-Oct,Corporate & Hold Co - BL,0000,None,Project 119,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,68671.83842
24-Oct,Corporate & Hold Co - BL,0000,None,Project 119,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,67526.83842
24-Oct,Corporate & Hold Co - BL,0000,None,Project 119,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,99.06597846
24-Oct,Corporate & Hold Co - BL,0000,None,Project 119,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,119822.1903
24-Oct,Corporate & Hold Co - BL,0000,None,Project 119,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,118331.3555
